doc_id,topic_id,summary,sentence_count
91,How to Litter Train Guinea Pigs," Observe where your guinea pig tends to eliminate.  Set up a litter box.  Choose a quality litter.  Place multiple litter boxes in the cage, if necessary.  See if your guinea pig approaches the litter box on its own.  Try encouraging litter box use with hay.  Change the litter regularly.  Do not use clumping cat litter.  Avoid scolding your guinea pig.  Accept your guinea pig may not always use its litter box.",10
92,How to Get Your Guinea Pig to Popcorn," Bond with your guinea pig.  Take your guinea pig to the vet.  Do a quick test on your guinea pig.  Set up an area for your guinea pig to get play in.  Feed your guinea pig.  If all else fails, just be a responsible and loving guinea pig owner!",6
93,How to Tighten Your Horse's Western Girth1," Put a saddle blanket or pad on your horse's back.  Position the saddle on the blanket.  Position the stirrup, cinches, and straps on the left side of the horse.",3
94,How to Tighten Your Horse's Western Girth2, Attach the girth.  Cinch the ties.  Put the finishing touches on.,3
95,How to Tighten Your Horse's Western Girth3, Watch out for a shifting saddle.  Notice if your saddle seems to bounce up and down.  Dismount and inspect the cinch.  Tighten the cinch before mounting.,4
96,How to Teach a Guinea Pig to Do Tricks1, Build a trustworthy bond with your piggy.  Research different training methods.  Choose the training method that works best for you and your guinea pig.  Gather the materials that you will need for training.,4
97,How to Teach a Guinea Pig to Do Tricks2," Condition your guinea pig to the clicker or verbal marker.  Once your guinea pig is well conditioned to the clicker or verbal marker, begin to slowly ease them into performing basic commands.  Begin teaching your guinea pig.",3
98,How to Teach a Guinea Pig to Do Tricks3," Place your guinea pig in a piggy-proof area that both of you are comfortable in.  Hold a treat - or, if your pig has learned targeting, a finger - above the guinea pig's head.  Once your guinea pig stands up on its hind legs, allow it to drop back down to all fours, and then click or use the verbal marker and treat.  Continue to do this until your guinea pig does it correctly every time.",4
99,How to Teach a Guinea Pig to Do Tricks4," Get a small garbage can or round, cylinder-shaped object of some sort.  Place your guinea pig in the general area.  Use a treat to lure your guinea pig to it.  Stand back and see if the guinea pig will try to go around on its own.  Eventually, begin only treating your guinea pig when they make a full circle around the object.  Begin enforcing a hand motion.  Take the garbage can away gradually.",7
100,How to Get Your Guinea Pig to Stop Biting You1, Keep yourself safe.  Wash your hands.  Understand a guinea pig's reasons for biting.,3
101,How to Teach a Guinea Pig to Do Tricks5, Master the basics.  Be creative.  Stay safe.  Take it beyond your home.,4
102,How to Stop Having Crushes, Step back and observe your behavior.  Step away when feelings become obsessive.  Chanel your energy elsewhere.  Spend time with others.  Make a game plan.  Accept your feelings.  Keep a balanced opinion of your crushes.  Remember crushes do not last.  Be responsible for your own happiness.  Take care of yourself.  Own up to your unhealthy habits.  Keep the consequences of acting on a crush in mind.  Interrogate what your crushes represent.  Seek professional guidance.,14
103,How to Survive Sixth Grade Crushing," Don't think you can just go out with him/her if you ask them.  Try befriending the person.  Show this person the real YOU.  Organize ""group dates."", Believe that you're beautiful.  Pretty yourself.  Don't fear rejection.  If he likes you back, great!, Be careful what you choose for a first date.",8
104,How to Get Your Guinea Pig to Stop Biting You2, Reduce other factors that cause anxiety.  Let your guinea pig explore its space.  Slowly introduce yourself into its environment.  Gradually work towards holding your guinea pig.  Teach children how to hold guinea pigs properly.  Give treats to reinforce good behavior.  Learn your guinea pig's personality.  Do not hit your guinea pig!,8
105,How to Make Nutritional Guinea Pig Treats1, Gather a celery stalk and a carrot.  Slide the carrot inside the celery stick.  Put some leaves under the carrot to make it tastier.  Serve.,4
106,How to Tack Up Using English Tack1, Tie up your horse.  Groom your horse.,2
107,How to Saddle a Horse," Tie your horse.  Groom your horse.  Check for any sores or wounds that may cause discomfort under the saddle area.  Put on a saddle pad or blanket.  Proceed to saddle the horse.  Put the saddle in place.  Make sure the saddle is positioned properly.  Make sure the saddle fits correctly.  Secure the front (main) cinch.  Loosely secure the back (bucking) cinch.  Lead the horse forward five steps.  Attach the breast collar if you use one.  Mount up!, Run up the stirrup irons on the stirrup leathers.  Detach the girth (or cinch) and set it aside.  Make sure the pad is lined up properly.  Place the saddle.  Replace the girth.  Drop your stirrups before mounting.",18
108,How to Put the Bit in a Horse's Mouth, Have the bridle ready.  Take off the halter.  Bring the horse's head down.  Drape the reins over the horse.  Change hands with the bridle.  Separate the curb chain.  Ask the horse to open its mouth.  Put the bit in.  Pull the crown over the ears.  Fasten the buckles.  Place the halter around the horse's neck.  Unbuckle the straps.  Pull the bridle off.  Put the halter on.  Check the horse for medical problems.  Train the horse to stop chewing on bits.  Try a different bit if your horse seems uncomfortable.  Try a tongue port for tongue problems.,18
109,How to Make Nutritional Guinea Pig Treats2," Gather all of the fruit you can.  Cut the fruit into small pieces.  , Mix the fruit pieces together.  Add some freshly squeezed orange juice and/or apple juice as dressing.  Serve the fruit salad to your guinea pig and watch your guinea pig enjoy.  ",5
110,How to Make Nutritional Guinea Pig Treats3," Gather as many vegetables as you can.  Cut the vegetables into little pieces.  , Mix the vegetables together.  Give it to your guinea pig.",4
111,How to Put on an English Saddle Properly," Groom your horse.  Run up the stirrup irons on the stirrup leathers.  Detach the girth and set it aside.  Make sure the pad is lined up properly with the edges of the saddle.  Stand on the left-hand (near) side of the horse, place the saddle and pad on the horse's back with the pommel of the saddle just in front of the horse's withers.  , Slide the saddle back (in the direction of the hair growth) until it settles into place.  Attach the girth to the girth straps on the off side (the horse's right), then bring it up to the near side (the horse's left).  Fasten the girth securely - you should be able to get your hand between horse and girth, but it should be a snug fit.  Drop your stirrups before you mount.  , Mount and recheck your girth to see if it needs tightening.",10
112,How to Tack Up Using English Tack2, Put on your horse's saddle pad.  Pick up the saddle and set the saddle on horse's back.  Attach the girth.,3
